,playerName,seasonStartYear,salary,inflationAdjSalary,birthDate,startYear,position,height,weight,MP,PTS,Age,team,games,games_started,PER,FTr,AST,STL,TRB,FT,3P,FG,position_enc,team_enc,height_enc
1844,Allan Houston,2000,"$9,000,000","$14,183,665",1971-04-20,1994.0,G,6-6,200.0,3169.0,1614.0,28.0,NYK,82.0,82.0,16.5,0.263,224.0,65.0,271.0,280.0,106.0,614.0,5,24,14
1845,Eddie Jones,2000,"$8,960,000","$14,120,627",1971-10-20,1995.0,G-F,6-6,190.0,2807.0,1446.0,28.0,CHH,72.0,72.0,19.9,0.374,305.0,192.0,343.0,362.0,128.0,478.0,6,4,14
1846,Brian Grant,2000,"$8,900,000","$14,026,069",1972-03-05,1995.0,F,6-9,254.0,1322.0,459.0,27.0,POR,63.0,14.0,14.0,0.472,64.0,32.0,344.0,112.0,1.0,173.0,2,29,17
1847,Tim Thomas,2000,"$8,510,000","$13,411,444",1977-02-26,1998.0,F,6-10,230.0,2093.0,945.0,22.0,MIL,80.0,1.0,14.7,0.323,113.0,59.0,332.0,188.0,63.0,347.0,2,18,8
1848,Michael Finley,2000,"$8,400,000","$13,238,088",1973-03-06,1996.0,G-F,6-7,215.0,3464.0,1855.0,26.0,DAL,82.0,82.0,19.2,0.194,438.0,109.0,518.0,260.0,99.0,748.0,6,8,15
1849,Shawn Bradley,2000,"$8,370,000","$13,190,809",1972-03-22,1994.0,C,7-6,235.0,1901.0,647.0,27.0,DAL,77.0,54.0,17.0,0.268,60.0,71.0,497.0,114.0,1.0,266.0,0,8,24
1850,Terrell Brandon,2000,"$8,330,000","$13,127,770",1970-05-20,1992.0,G,5-11,180.0,2587.0,1212.0,29.0,MIN,71.0,71.0,20.8,0.2,629.0,134.0,238.0,187.0,53.0,486.0,5,19,1
1851,Glenn Robinson,2000,"$8,120,000","$12,796,818",1973-01-10,1995.0,F,6-7,225.0,2909.0,1693.0,27.0,MIL,81.0,81.0,17.8,0.194,193.0,78.0,485.0,227.0,86.0,690.0,2,18,15
1852,Steve Smith,2000,"$8,100,000","$12,765,299",1969-03-31,1992.0,G,6-7,200.0,2689.0,1225.0,30.0,POR,82.0,81.0,17.3,0.378,209.0,71.0,313.0,289.0,96.0,420.0,5,29,15
1853,Elden Campbell,2000,"$8,050,000","$12,686,501",1968-07-23,1991.0,C,6-11,215.0,2538.0,987.0,31.0,CHH,78.0,77.0,14.6,0.432,129.0,56.0,590.0,247.0,0.0,370.0,0,4,9
1854,Danny Manning,2000,"$8,030,000","$12,654,981",1966-05-17,1989.0,F-C,6-10,230.0,1217.0,333.0,33.0,MIL,72.0,0.0,10.1,0.153,73.0,62.0,208.0,34.0,1.0,149.0,3,18,8
1855,Derrick Coleman,2000,"$8,000,000","$12,607,703",1967-06-21,1991.0,F-C,6-10,230.0,2347.0,1239.0,32.0,CHH,74.0,64.0,18.9,0.385,175.0,34.0,632.0,296.0,51.0,446.0,3,4,8
1856,Avery Johnson,2000,"$8,000,000","$12,607,703",1965-03-25,1989.0,G,5-10,175.0,2571.0,919.0,34.0,SAS,82.0,82.0,14.8,0.182,491.0,76.0,158.0,114.0,1.0,402.0,5,31,0
1857,Theo Ratliff,2000,"$7,800,000","$12,292,510",1973-04-17,1996.0,C-F,6-10,225.0,1795.0,676.0,26.0,PHI,57.0,56.0,16.7,0.481,36.0,32.0,435.0,182.0,0.0,247.0,1,27,8
1858,Kerry Kittles,2000,"$7,770,000","$12,245,231",1974-06-12,1997.0,G,6-5,179.0,1896.0,807.0,25.0,NJN,62.0,61.0,16.1,0.182,142.0,79.0,225.0,101.0,96.0,305.0,5,20,13
1859,Jason Kidd,2000,"$7,680,000","$12,103,394",1973-03-23,1995.0,G,6-4,205.0,2616.0,959.0,26.0,PHO,67.0,67.0,18.4,0.287,678.0,134.0,483.0,203.0,56.0,350.0,5,28,12
1860,Glen Rice,2000,"$7,578,900","$11,944,065",1967-05-28,1990.0,F,6-8,215.0,2530.0,1272.0,32.0,LAL,80.0,80.0,16.2,0.404,176.0,47.0,327.0,346.0,84.0,421.0,2,15,16
1861,Kenny Anderson,2000,"$7,520,000","$11,851,240",1970-10-09,1992.0,G,6-0,168.0,2593.0,1149.0,29.0,BOS,82.0,82.0,17.4,0.257,420.0,139.0,225.0,196.0,85.0,434.0,5,1,6
1862,Matt Geiger,2000,"$7,515,840","$11,844,684",1969-09-10,1993.0,C,7-0,243.0,1406.0,629.0,30.0,PHI,65.0,20.0,13.9,0.238,39.0,29.0,387.0,109.0,0.0,260.0,0,27,18
1863,Tyrone Hill,2000,"$7,300,000","$11,504,529",1968-03-19,1991.0,F,6-9,240.0,2155.0,815.0,31.0,PHI,68.0,65.0,14.6,0.395,52.0,64.0,625.0,179.0,0.0,318.0,2,27,17
1864,Kendall Gill,2000,"$7,000,000","$11,031,740",1968-05-25,1991.0,G,6-5,195.0,2355.0,993.0,31.0,NJN,76.0,75.0,15.2,0.267,210.0,139.0,283.0,181.0,20.0,396.0,5,20,13
1865,Clifford Robinson,2000,"$6,890,000","$10,858,384",1966-12-16,1990.0,F-C,6-10,225.0,2839.0,1478.0,33.0,PHO,80.0,67.0,17.3,0.334,224.0,90.0,359.0,298.0,120.0,530.0,3,28,8
1866,Christian Laettner,2000,"$6,625,000","$10,440,754",1969-08-17,1993.0,F-C,6-11,235.0,2443.0,1002.0,30.0,DET,82.0,82.0,14.8,0.365,186.0,83.0,553.0,237.0,7.0,379.0,3,10,9
1867,Horace Grant,2000,"$6,500,000","$10,243,758",1965-07-04,1988.0,F-C,6-10,215.0,2688.0,612.0,34.0,SEA,76.0,76.0,11.7,0.185,188.0,55.0,591.0,80.0,0.0,266.0,3,32,8
1868,Jamal Mashburn,2000,"$6,200,000","$9,770,969",1972-11-29,1994.0,F,6-8,240.0,2828.0,1328.0,27.0,MIA,76.0,76.0,15.4,0.206,298.0,79.0,381.0,186.0,112.0,515.0,2,17,16
1869,Chris Dudley,2000,"$6,200,000","$9,770,969",1965-02-22,1988.0,C,6-11,235.0,459.0,55.0,34.0,NYK,47.0,3.0,6.1,0.403,5.0,7.0,136.0,9.0,0.0,23.0,0,24,9
1870,Toni Kukoc,2000,"$6,000,000","$9,455,777",,,,,,1784.0,830.0,31.0,TOT,56.0,31.0,16.9,0.364,265.0,77.0,273.0,192.0,44.0,297.0,-1,34,-1
1871,Dale Davis,2000,"$6,000,000","$9,455,777",1969-03-25,1992.0,F-C,6-11,230.0,2127.0,743.0,30.0,IND,74.0,72.0,17.4,0.337,64.0,52.0,729.0,139.0,0.0,302.0,3,13,9
1872,Bryant Stith,2000,"$5,920,000","$9,329,700",1970-12-10,1993.0,G,6-5,208.0,691.0,253.0,29.0,DEN,45.0,6.0,13.8,0.407,61.0,18.0,84.0,64.0,17.0,86.0,5,9,13
1873,Alan Henderson,2000,"$5,910,000","$9,313,940",1972-12-02,1996.0,F,6-9,235.0,2775.0,1083.0,27.0,ATL,82.0,82.0,14.7,0.359,77.0,81.0,571.0,224.0,1.0,429.0,2,0,17
1874,Charles Oakley,2000,"$5,760,000","$9,077,546",1963-12-18,1986.0,F-C,6-8,225.0,2431.0,548.0,36.0,TOR,80.0,80.0,10.1,0.152,253.0,102.0,540.0,66.0,14.0,234.0,3,33,16
1875,Marcus Camby,2000,"$5,750,000","$9,061,786",1974-03-22,1997.0,C-F,6-11,220.0,1548.0,601.0,25.0,NYK,59.0,11.0,19.0,0.469,49.0,43.0,461.0,148.0,1.0,226.0,1,24,9
1876,Luc Longley,2000,"$5,750,000","$9,061,786",1969-01-19,1992.0,C,7-2,265.0,1417.0,452.0,31.0,PHO,72.0,68.0,8.8,0.243,77.0,22.0,323.0,80.0,0.0,186.0,0,28,20
1877,PJ Brown,2000,"$5,740,000","$9,046,026",,,,,,,,,,,,,,,,,,,,-1,-1,-1
1878,Jermaine O'Neal,2000,"$5,710,000","$8,998,748",1978-10-13,1997.0,C-F,6-11,226.0,859.0,273.0,21.0,POR,70.0,8.0,13.3,0.441,18.0,11.0,229.0,57.0,0.0,108.0,1,29,9
1879,Donyell Marshall,2000,"$5,630,000","$8,872,670",1973-05-18,1995.0,F,6-9,218.0,2071.0,910.0,26.0,GSW,64.0,51.0,17.1,0.304,167.0,68.0,637.0,199.0,49.0,331.0,2,11,17
1880,Erick Dampier,2000,"$5,610,000","$8,841,151",1975-07-14,1997.0,C,6-11,265.0,495.0,167.0,24.0,GSW,21.0,12.0,9.6,0.295,19.0,8.0,134.0,27.0,0.0,70.0,0,11,9
1881,Wesley Person,2000,"$5,600,000","$8,825,392",1971-03-28,1995.0,G,6-6,195.0,2056.0,727.0,28.0,CLE,79.0,38.0,12.0,0.118,146.0,40.0,267.0,61.0,106.0,280.0,5,7,14
1882,Chris Gatling,2000,"$5,550,000","$8,746,593",1967-09-03,1992.0,F-C,6-10,220.0,1811.0,1014.0,32.0,TOT,85.0,0.0,17.3,0.465,71.0,82.0,502.0,266.0,18.0,365.0,3,34,8
1883,Anthony Mason,2000,"$5,550,000","$8,746,593",1966-12-14,1990.0,F,6-7,250.0,3133.0,948.0,33.0,CHH,82.0,81.0,14.4,0.637,367.0,74.0,699.0,314.0,0.0,317.0,2,4,15
1884,Ron Mercer,2000,"$5,520,000","$8,699,315",1976-05-18,1998.0,G-F,6-7,210.0,2377.0,1148.0,23.0,TOT,68.0,68.0,12.7,0.25,158.0,75.0,250.0,213.0,15.0,460.0,6,34,15
1885,Steve Nash,2000,"$5,500,000","$8,667,795",1974-02-07,1997.0,G,6-3,195.0,1532.0,481.0,25.0,DAL,56.0,27.0,13.5,0.234,272.0,37.0,121.0,75.0,60.0,173.0,5,8,11
1886,Isaac Austin,2000,"$5,500,000","$8,667,795",1969-08-18,1992.0,C,6-10,255.0,1173.0,397.0,30.0,WAS,59.0,23.0,10.2,0.389,74.0,17.0,282.0,94.0,1.0,151.0,0,37,8
1887,Antonio Davis,2000,"$5,500,000","$8,667,795",1968-10-31,1994.0,F-C,6-9,215.0,2479.0,910.0,31.0,TOR,79.0,78.0,15.1,0.521,105.0,38.0,696.0,284.0,0.0,313.0,3,33,17
1888,Jim McIlvaine,2000,"$5,400,000","$8,510,199",1972-07-30,1995.0,C,7-1,240.0,1048.0,157.0,27.0,NJN,66.0,53.0,10.0,0.364,36.0,26.0,230.0,29.0,0.0,64.0,0,20,19
1889,Derrick McKey,2000,"$5,400,000","$8,510,199",1966-10-10,1988.0,F-C,6-9,205.0,634.0,139.0,33.0,IND,32.0,0.0,11.2,0.519,35.0,29.0,135.0,43.0,10.0,43.0,3,13,17
1890,Kelvin Cato,2000,"$5,330,000","$8,399,882",1974-08-26,1998.0,C,6-11,255.0,1581.0,567.0,25.0,HOU,65.0,32.0,15.9,0.517,26.0,33.0,389.0,135.0,0.0,216.0,0,12,9
1891,Jerry Stackhouse,2000,"$5,310,000","$8,368,362",1974-11-05,1996.0,G-F,6-6,218.0,3148.0,1939.0,25.0,DET,82.0,82.0,18.9,0.524,365.0,103.0,315.0,618.0,83.0,619.0,6,10,14
1892,Austin Croshere,2000,"$5,300,000","$8,352,603",1975-05-01,1998.0,F,6-9,235.0,1885.0,835.0,24.0,IND,81.0,14.0,16.7,0.354,89.0,44.0,516.0,196.0,63.0,288.0,2,13,17
1893,Sean Elliott,2000,"$5,300,000","$8,352,603",1968-02-02,1990.0,F,6-8,205.0,391.0,114.0,31.0,SAS,19.0,19.0,8.8,0.302,28.0,12.0,47.0,25.0,13.0,38.0,2,31,16
1894,Greg Ostertag,2000,"$5,200,000","$8,195,006",1973-03-06,1996.0,C,7-2,280.0,1606.0,367.0,26.0,UTA,81.0,3.0,13.5,0.7,18.0,20.0,482.0,119.0,0.0,124.0,0,35,20
1895,Charlie Ward,2000,"$5,040,000","$7,942,852",1970-10-12,1995.0,G,6-2,190.0,1986.0,528.0,29.0,NYK,72.0,69.0,13.6,0.13,300.0,95.0,228.0,48.0,102.0,189.0,5,24,10
1896,Lorenzen Wright,2000,"$4,950,000","$7,801,016",1975-11-04,1997.0,F-C,6-11,225.0,1205.0,448.0,24.0,ATL,75.0,0.0,13.9,0.374,21.0,29.0,305.0,87.0,1.0,180.0,3,0,9
1897,Loy Vaught,2000,"$4,812,025","$7,583,572",1968-02-27,1991.0,F,6-9,230.0,292.0,75.0,31.0,DET,43.0,0.0,8.5,0.18,11.0,6.0,91.0,11.0,0.0,32.0,2,10,17
1898,Chris Mills,2000,"$4,800,000","$7,564,621",1970-01-25,1994.0,F,6-6,215.0,649.0,322.0,30.0,GSW,20.0,11.0,16.2,0.288,47.0,18.0,123.0,68.0,8.0,123.0,2,11,14
1899,Mookie Blaylock,2000,"$4,800,000","$7,564,621",1967-03-20,1990.0,G,6-0,180.0,2459.0,822.0,32.0,GSW,73.0,72.0,15.1,0.114,489.0,146.0,270.0,67.0,101.0,327.0,5,11,6
1900,Robert Horry,2000,"$4,800,000","$7,564,621",1970-08-25,1993.0,F,6-10,240.0,1685.0,436.0,29.0,LAL,76.0,0.0,14.3,0.311,118.0,84.0,361.0,89.0,29.0,159.0,2,15,8
1901,Hersey Hawkins,2000,"$4,760,000","$7,501,582",1966-09-29,1989.0,G,6-3,190.0,1622.0,480.0,33.0,CHI,61.0,49.0,11.4,0.317,134.0,74.0,175.0,107.0,55.0,159.0,5,5,11
1902,Chris Childs,2000,"$4,680,000","$7,375,506",1967-11-20,1995.0,G,6-3,195.0,1675.0,376.0,32.0,NYK,71.0,2.0,8.6,0.165,285.0,36.0,147.0,47.0,37.0,146.0,5,24,11
1903,Chris Mullin,2000,"$4,650,000","$7,328,226",1963-07-30,1986.0,F-G,6-6,200.0,582.0,242.0,36.0,IND,47.0,2.0,15.4,0.219,37.0,28.0,76.0,37.0,45.0,80.0,4,13,14
1904,Bobby Phills,2000,"$4,640,000","$7,312,467",1969-12-20,1992.0,G,6-5,210.0,825.0,381.0,30.0,CHH,28.0,9.0,14.6,0.194,79.0,41.0,71.0,47.0,30.0,152.0,5,4,13
1905,Bryon Russell,2000,"$4,570,000","$7,202,150",1970-12-31,1994.0,F,6-7,225.0,2900.0,1159.0,29.0,UTA,82.0,70.0,15.1,0.346,158.0,128.0,427.0,237.0,106.0,408.0,2,35,15
1906,Tariq Abdul-Wahad,2000,"$4,500,000","$7,091,832",1974-11-03,1998.0,F,6-6,223.0,1578.0,697.0,25.0,TOT,61.0,56.0,13.6,0.299,98.0,59.0,291.0,146.0,3.0,274.0,2,34,14
1907,Bo Outlaw,2000,"$4,500,000","$7,091,832",1971-04-13,1994.0,F,6-8,210.0,2326.0,490.0,28.0,ORL,82.0,55.0,15.3,0.478,245.0,113.0,525.0,82.0,0.0,204.0,2,26,16
1908,Bob Sura,2000,"$4,390,000","$6,918,477",1973-03-25,1996.0,G,6-5,200.0,2216.0,1009.0,26.0,CLE,73.0,45.0,15.6,0.308,284.0,91.0,288.0,175.0,122.0,356.0,5,7,13
1909,Jason Caffey,2000,"$4,380,000","$6,902,717",1973-06-12,1996.0,F,6-8,255.0,2159.0,852.0,26.0,GSW,71.0,56.0,12.4,0.511,119.0,62.0,482.0,206.0,0.0,323.0,2,11,16
1910,Robert Pack,2000,"$4,320,000","$6,808,159",1969-02-03,1992.0,G,6-2,180.0,665.0,259.0,30.0,DAL,29.0,22.0,14.6,0.339,168.0,31.0,42.0,63.0,4.0,96.0,5,8,10
1911,Brent Barry,2000,"$4,320,000","$6,808,159",1971-12-31,1996.0,G,6-6,185.0,2726.0,945.0,28.0,SEA,80.0,74.0,14.6,0.222,291.0,103.0,372.0,127.0,164.0,327.0,5,32,14
1912,Vitaly Potapenko,2000,"$4,290,000","$6,760,880",1975-03-21,1997.0,C,6-10,280.0,1797.0,723.0,24.0,BOS,79.0,72.0,13.8,0.26,77.0,41.0,499.0,109.0,0.0,307.0,0,1,8
1913,Brevin Knight,2000,"$4,250,000","$6,697,842",1975-11-08,1998.0,G,5-10,173.0,1754.0,602.0,24.0,CLE,65.0,46.0,15.3,0.33,458.0,107.0,193.0,140.0,2.0,230.0,5,7,0
1914,Howard Eisley,2000,"$4,250,000","$6,697,842",1972-12-04,1995.0,G,6-2,177.0,2096.0,708.0,27.0,UTA,82.0,5.0,11.5,0.151,347.0,59.0,170.0,84.0,60.0,282.0,5,35,10
1915,Walt Williams,2000,"$4,250,000","$6,697,842",1970-04-16,1993.0,F-G,6-8,219.0,1859.0,827.0,29.0,HOU,76.0,66.0,15.6,0.181,157.0,49.0,306.0,101.0,102.0,312.0,4,12,16
1916,Scott Williams,2000,"$4,200,000","$6,619,044",1968-03-21,1991.0,F-C,6-10,230.0,1488.0,520.0,31.0,MIL,68.0,46.0,15.6,0.303,28.0,40.0,448.0,94.0,0.0,213.0,3,18,8
1917,Dan Majerle,2000,"$4,050,000","$6,382,649",1965-09-09,1989.0,G-F,6-6,215.0,2308.0,506.0,34.0,MIA,69.0,69.0,11.4,0.164,206.0,89.0,333.0,56.0,110.0,170.0,6,17,14
1918,Brad Miller,2000,"$4,000,000","$6,303,851",1976-04-12,1999.0,C,6-11,244.0,961.0,423.0,23.0,CHH,55.0,4.0,18.9,0.666,45.0,23.0,293.0,153.0,0.0,135.0,0,4,9
1919,Ben Wallace,2000,"$4,000,000","$6,303,851",1974-09-10,1997.0,F-C,6-9,240.0,1959.0,390.0,25.0,ORL,81.0,81.0,14.4,0.341,67.0,72.0,665.0,54.0,0.0,168.0,3,26,17
1920,Duane Causwell,2000,"$4,000,000","$6,303,851",1968-05-31,1991.0,C,7-0,240.0,185.0,66.0,31.0,MIA,25.0,2.0,14.1,1.027,2.0,2.0,47.0,26.0,0.0,20.0,0,17,18
1921,Sam Cassell,2000,"$4,000,000","$6,303,851",1969-11-18,1994.0,G,6-3,185.0,2899.0,1506.0,30.0,MIL,81.0,81.0,21.1,0.38,729.0,102.0,301.0,390.0,26.0,545.0,5,18,11
1922,Danny Fortson,2000,"$3,950,000","$6,225,053",1976-03-27,1998.0,F,6-7,260.0,856.0,419.0,23.0,BOS,55.0,5.0,20.1,0.713,29.0,20.0,366.0,139.0,0.0,140.0,2,1,15
1923,Corliss Williamson,2000,"$3,940,000","$6,209,293",1973-12-04,1996.0,F,6-7,245.0,1707.0,785.0,26.0,SAC,76.0,76.0,14.0,0.341,82.0,38.0,290.0,163.0,0.0,311.0,2,30,15
1924,Cedric Ceballos,2000,"$3,937,500","$6,205,353",1969-08-02,1991.0,F,6-6,190.0,2064.0,1147.0,30.0,DAL,69.0,25.0,18.1,0.248,90.0,56.0,462.0,209.0,44.0,447.0,2,8,14
1925,Jahidi White,2000,"$3,922,000","$6,180,926",1976-02-19,1999.0,F-C,6-9,290.0,1537.0,569.0,23.0,WAS,80.0,59.0,15.7,0.469,15.0,31.0,553.0,113.0,0.0,228.0,3,37,17
1926,Cuttino Mobley,2000,"$3,920,000","$6,177,774",1975-09-01,1999.0,G,6-4,190.0,2496.0,1277.0,24.0,HOU,81.0,8.0,16.0,0.347,208.0,87.0,288.0,299.0,104.0,437.0,5,12,12
1927,Rashard Lewis,2000,"$3,920,000","$6,177,774",1979-08-08,1999.0,F,6-10,215.0,1575.0,674.0,20.0,SEA,82.0,8.0,16.5,0.217,70.0,62.0,336.0,84.0,40.0,275.0,2,32,8
1928,Scot Pollard,2000,"$3,920,000","$6,177,774",1975-02-12,1998.0,C,6-11,265.0,1336.0,412.0,24.0,SAC,76.0,5.0,15.8,0.562,43.0,55.0,404.0,114.0,0.0,149.0,0,30,9
1929,Eric Williams,2000,"$3,890,000","$6,130,495",1972-07-17,1996.0,F,6-8,220.0,1378.0,489.0,27.0,BOS,68.0,17.0,11.8,0.438,93.0,44.0,156.0,134.0,25.0,165.0,2,1,16
1930,Voshon Lenard,2000,"$3,780,000","$5,957,139",1973-05-14,1996.0,G,6-4,205.0,1434.0,629.0,26.0,MIA,53.0,13.0,13.9,0.189,136.0,41.0,153.0,84.0,89.0,228.0,5,17,12
1931,Nick Anderson,2000,"$3,750,000","$5,909,860",1968-01-20,1990.0,F-G,6-6,205.0,2094.0,781.0,32.0,SAC,72.0,72.0,11.8,0.097,123.0,94.0,339.0,37.0,132.0,306.0,4,30,14
1932,Dana Barros,2000,"$3,700,000","$5,831,062",1967-04-13,1990.0,G,5-11,163.0,1139.0,517.0,32.0,BOS,72.0,0.0,15.1,0.175,133.0,31.0,99.0,66.0,59.0,196.0,5,1,1
1933,Michael Olowokandi,2000,"$3,697,440","$5,827,028",1975-04-03,1999.0,C,7-0,269.0,2493.0,783.0,24.0,LAC,80.0,77.0,10.4,0.25,38.0,35.0,656.0,123.0,0.0,330.0,0,14,18
1934,Doug West,2000,"$3,680,000","$5,799,543",1967-05-27,1990.0,G-F,6-6,200.0,581.0,152.0,32.0,VAN,38.0,0.0,8.6,0.276,43.0,12.0,71.0,34.0,0.0,59.0,6,36,14
1935,Kurt Thomas,2000,"$3,680,000","$5,799,543",1972-10-04,1996.0,F,6-9,230.0,1971.0,641.0,27.0,NYK,80.0,21.0,13.6,0.239,82.0,51.0,505.0,100.0,1.0,270.0,2,24,17
1936,Elton Brand,2000,"$3,629,160","$5,719,421",1979-03-11,2000.0,F-C,6-8,275.0,2999.0,1627.0,20.0,CHI,81.0,80.0,20.6,0.41,155.0,66.0,810.0,367.0,0.0,630.0,3,5,16
1937,Adonal Foyle,2000,"$3,580,000","$5,641,947",1975-03-09,1998.0,C,6-10,250.0,1654.0,420.0,24.0,GSW,76.0,59.0,12.3,0.237,42.0,26.0,424.0,34.0,0.0,193.0,0,11,8
1938,Mark Jackson,2000,"$3,570,000","$5,626,187",1965-04-01,1988.0,G,6-1,180.0,2190.0,660.0,34.0,IND,81.0,81.0,17.7,0.172,650.0,76.0,296.0,79.0,89.0,246.0,5,13,7
1939,Kenyon Martin,2000,"$3,536,640","$5,573,613",1977-12-30,2001.0,F,6-9,234.0,,,,,,,,,,,,,,,2,-1,17
1940,Michael Stewart,2000,"$3,520,000","$5,547,389",1975-04-25,1998.0,C,6-10,230.0,389.0,58.0,24.0,TOR,42.0,1.0,5.4,0.604,6.0,5.0,94.0,18.0,0.0,20.0,0,33,8
1941,Derek Strong,2000,"$3,510,000","$5,531,629",1968-02-09,1992.0,F,6-8,220.0,148.0,54.0,31.0,ORL,20.0,0.0,12.0,0.292,4.0,5.0,44.0,11.0,1.0,21.0,2,26,16
1942,Travis Best,2000,"$3,500,000","$5,515,870",1972-07-12,1996.0,G,5-11,182.0,1691.0,733.0,27.0,IND,82.0,0.0,16.5,0.339,272.0,76.0,142.0,156.0,35.0,271.0,5,13,1
1943,Rex Chapman,2000,"$3,500,000","$5,515,870",1967-10-05,1989.0,G,6-4,185.0,957.0,348.0,32.0,PHO,53.0,19.0,9.4,0.244,62.0,22.0,80.0,59.0,41.0,124.0,5,28,12
1944,Greg Anthony,2000,"$3,500,000","$5,515,870",1967-11-15,1992.0,G,6-0,176.0,1548.0,514.0,32.0,POR,82.0,3.0,13.0,0.274,208.0,59.0,133.0,88.0,88.0,169.0,5,29,6
1945,Rick Fox,2000,"$3,400,000","$5,358,273",1969-07-24,1992.0,F-G,6-7,230.0,1473.0,534.0,30.0,LAL,82.0,1.0,11.7,0.157,138.0,52.0,198.0,63.0,59.0,206.0,4,15,15
1946,Adam Keefe,2000,"$3,390,000","$5,342,514",1970-02-22,1993.0,F,6-9,230.0,604.0,135.0,29.0,UTA,62.0,3.0,7.6,0.277,34.0,17.0,136.0,29.0,0.0,53.0,2,35,17
1947,Lamond Murray,2000,"$3,380,000","$5,326,754",1973-04-20,1995.0,F,6-7,236.0,2365.0,1175.0,26.0,CLE,74.0,72.0,14.9,0.263,132.0,105.0,423.0,204.0,51.0,460.0,2,7,15
1948,Derek Fisher,2000,"$3,380,000","$5,326,754",1974-08-09,1997.0,G,6-1,200.0,1803.0,491.0,25.0,LAL,78.0,22.0,9.6,0.3,216.0,80.0,143.0,105.0,52.0,167.0,5,15,7
1949,Eric Snow,2000,"$3,380,000","$5,326,754",1973-04-24,1996.0,G,6-3,190.0,2866.0,651.0,26.0,PHI,82.0,80.0,12.8,0.296,624.0,140.0,261.0,126.0,11.0,257.0,5,27,11
1950,Mike Bibby,2000,"$3,308,160","$5,213,537",1978-05-13,1999.0,G,6-1,190.0,3155.0,1190.0,21.0,VAN,82.0,82.0,16.7,0.242,665.0,132.0,306.0,195.0,77.0,459.0,5,36,7
1951,Jud Buechler,2000,"$3,260,000","$5,137,638",1968-06-19,1991.0,F-G,6-6,220.0,657.0,130.0,31.0,DET,58.0,5.0,8.2,0.045,33.0,25.0,91.0,2.0,18.0,55.0,4,10,14
1952,Steve Francis,2000,"$3,246,960","$5,117,088",1977-02-21,2000.0,G,6-3,195.0,2776.0,1388.0,22.0,HOU,77.0,77.0,18.4,0.327,507.0,118.0,409.0,287.0,107.0,497.0,5,12,11
1953,Greg Minor,2000,"$3,240,000","$5,106,119",1971-09-18,1995.0,G-F,6-6,210.0,,,,,,,,,,,,,,,6,-1,14
1954,Tony Battie,2000,"$3,200,000","$5,043,081",1976-02-11,1998.0,C-F,6-11,230.0,1505.0,541.0,23.0,BOS,82.0,4.0,15.1,0.329,63.0,47.0,410.0,102.0,1.0,219.0,1,1,9
1955,Travis Knight,2000,"$3,200,000","$5,043,081",1974-09-13,1997.0,C,7-0,235.0,410.0,109.0,25.0,LAL,63.0,0.0,9.5,0.237,23.0,6.0,129.0,17.0,0.0,46.0,0,15,18
1956,Don MacLean,2000,"$3,178,500","$5,009,197",1970-01-16,1993.0,F,6-10,235.0,143.0,42.0,30.0,PHO,16.0,0.0,4.6,0.122,8.0,2.0,23.0,4.0,2.0,18.0,2,28,8
1957,Stromile Swift,2000,"$3,164,280","$4,986,787",1979-11-21,2001.0,F,6-9,225.0,,,,,,,,,,,,,,,2,-1,17
1958,Doug Christie,2000,"$3,140,000","$4,948,523",1970-05-09,1993.0,G-F,6-6,200.0,2264.0,903.0,29.0,TOR,73.0,73.0,15.8,0.283,321.0,102.0,285.0,182.0,99.0,311.0,6,33,14
1959,Darrell Armstrong,2000,"$3,100,000","$4,885,484",1968-06-22,1995.0,G,6-0,170.0,2590.0,1330.0,31.0,ORL,82.0,82.0,19.5,0.221,501.0,169.0,270.0,225.0,137.0,484.0,5,26,6
1960,Tracy Murray,2000,"$3,060,000","$4,822,446",1971-07-25,1993.0,F,6-7,225.0,1831.0,813.0,28.0,WAS,80.0,8.0,14.1,0.21,72.0,45.0,271.0,120.0,113.0,290.0,2,37,15
1961,Mark Bryant,2000,"$3,029,268","$4,774,013",1965-04-25,1989.0,F-C,6-9,245.0,1712.0,424.0,34.0,CLE,75.0,50.0,8.9,0.272,61.0,31.0,352.0,76.0,0.0,174.0,3,7,17
1962,Chucky Atkins,2000,"$3,000,000","$4,727,888",1974-08-14,2000.0,G,5-11,160.0,1626.0,782.0,25.0,ORL,82.0,0.0,14.4,0.179,306.0,52.0,126.0,97.0,57.0,314.0,5,26,1
1963,Tyrone Nesby,2000,"$2,990,000","$4,712,129",1976-01-31,1999.0,F,6-6,225.0,2317.0,973.0,24.0,LAC,73.0,39.0,12.6,0.209,121.0,75.0,275.0,151.0,94.0,364.0,2,14,14
1964,Raef LaFrentz,2000,"$2,970,840","$4,681,933",1976-05-29,1999.0,F-C,6-11,240.0,2435.0,1006.0,23.0,DEN,81.0,80.0,16.3,0.268,97.0,42.0,641.0,162.0,60.0,392.0,3,9,9
1965,Samaki Walker,2000,"$2,960,000","$4,664,850",1976-02-25,1997.0,F,6-9,240.0,980.0,360.0,23.0,SAS,71.0,7.0,13.1,0.413,38.0,10.0,272.0,86.0,0.0,137.0,2,31,17
